source,config,powerline_hz,artifact,target_snr_db,actual_input_snr_db,output_snr_db,snr_improvement_db,rmse_mv,heart_rate_bpm,sqi,tp,fp,fn,precision,recall,f1,mean_abs_timing_error_ms,bias_timing_error_ms
synthetic,aggressive,50.0,baseline,20,19.999999999990806,6.300118067258206,-13.6998819327326,0.105243599034494,71.97290431837428,0.8951474159414455,35,0,0,1.0,1.0,1.0,0.22857142857142856,-0.22857142857142856
synthetic,balanced,50.0,motion,20,19.999999999990806,6.227869350565776,-13.77213064942503,0.10612265999176658,71.97290431837428,0.896045364328133,35,0,0,1.0,1.0,1.0,0.0,0.0
synthetic,aggressive,50.0,motion,20,19.999999999990806,6.191716910248488,-13.808283089742318,0.10656528460727294,71.97290431837428,0.8961394859551736,35,0,0,1.0,1.0,1.0,0.11428571428571428,-0.11428571428571428
synthetic,balanced,50.0,impulse,20,19.99999999999081,6.340580796687196,-13.659419203303614,0.10475446781436229,71.97290431837428,0.8963359332521117,35,0,0,1.0,1.0,1.0,0.0,0.0
synthetic,aggressive,50.0,impulse,20,19.99999999999081,6.285982818155099,-13.714017181835711,0.10541500987319506,71.97290431837428,0.8944624506217894,35,0,0,1.0,1.0,1.0,0.22857142857142856,-0.22857142857142856
synthetic,balanced,60.0,all,-5,-5.00000000000003,-1.2448604114049613,3.755139588595069,0.25086762323413275,72.34394377842084,0.5852321429087108,31,5,4,0.8611111111111112,0.8857142857142857,0.8732394366197184,3.4838709677419355,0.9032258064516129
synthetic,aggressive,60.0,all,-5,-5.00000000000003,-0.32696693460936044,4.67303306539067,0.22570955337909873,74.41091360066143,0.696759996497357,34,3,1,0.918918918918919,0.9714285714285714,0.9444444444444445,1.8823529411764706,0.47058823529411764
synthetic,balanced,60.0,baseline,-5,-5.0000000000000275,-0.021004072244274627,4.9789959277557525,0.217897274623813,81.0153929246557,0.5160872239783536,31,10,4,0.7560975609756098,0.8857142857142857,0.8157894736842105,2.967741935483871,-0.3870967741935484
synthetic,aggressive,60.0,baseline,-5,-5.0000000000000275,1.19254037347417,6.1925403734741975,0.1894848865312662,76.42522721013496,0.6630476325587724,35,3,0,0.9210526315789473,1.0,0.958904109589041,2.1714285714285713,-0.34285714285714286
synthetic,balanced,60.0,motion,-5,-5.0000000000000275,-1.4207505597000578,3.5792494402999697,0.25599950329113713,71.97290431837426,0.5314065088560862,30,5,5,0.8571428571428571,0.8571428571428571,0.8571428571428571,3.2,0.26666666666666666
synthetic,aggressive,60.0,motion,-5,-5.0000000000000275,-0.4986916156055511,4.501308384394476,0.23021635604798985,72.08567897844296,0.7794115475500392,35,1,0,0.9722222222222222,1.0,0.9859154929577464,2.857142857142857,-0.11428571428571428
synthetic,balanced,60.0,impulse,-5,-5.0000000000000275,-0.4360743691348602,4.5639256308651674,0.22856267654357243,61.669179114704676,0.47171679138958833,25,6,10,0.8064516129032258,0.7142857142857143,0.7575757575757576,3.84,0.96
